#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
RFX1_trans_act       PF04589.18 XP_059552581.1       -            3.7e-71  239.0  40.5   4.1e-68  229.1   1.8   5.2   2   1   4   6   6   6   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_059552581.1       -            2.3e-33  115.0   0.1   5.2e-33  113.9   0.1   1.6   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_059552582.1       -            6.2e-64  215.5  70.6   3.9e-61  206.4  31.3   5.1   2   1   3   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_059552582.1       -              2e-33  115.2   0.1   4.8e-33  114.0   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_059552583.1       -            6.4e-67  225.2   5.8   6.4e-67  225.2   5.8   4.3   2   1   3   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_059552583.1       -            2.1e-33  115.1   0.1   5.1e-33  113.9   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_059552585.1       -              1e-49  169.3  61.6   1.7e-47  162.0  31.6   4.3   2   1   3   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_059552585.1       -              2e-33  115.2   0.1   4.9e-33  114.0   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_059552586.1       -            3.2e-68  229.4   1.5   3.2e-68  229.4   1.5   4.0   2   1   2   4   4   4   2 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_059552586.1       -              2e-33  115.3   0.1   4.9e-33  114.0   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_059552587.1       -            1.4e-51  175.3  29.2   1.4e-51  175.3  29.2   3.0   2   1   1   3   3   3   1 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_059552587.1       -            1.8e-33  115.4   0.1   4.2e-33  114.2   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_059552588.1       -            3.8e-61  206.4  68.6   1.4e-58  198.1  27.3   4.8   3   1   2   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_059552588.1       -            2.2e-33  115.1   0.1   5.3e-33  113.9   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
DcaP                 PF19577.5  XP_059552588.1       -                6.3    6.1   5.2       9.7    5.5   5.2   1.2   1   0   0   1   1   1   0 DcaP outer membrane protein
RFX1_trans_act       PF04589.18 XP_013006369.1       -            6.3e-61  205.7  68.0   2.7e-57  193.9  28.4   5.6   3   1   2   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_013006369.1       -            2.5e-33  114.9   0.1   5.6e-33  113.8   0.1   1.6   1   0   0   1   1   1   1 RFX DNA-binding domain
DcaP                 PF19577.5  XP_013006369.1       -                6.8    6.0   5.2        10    5.4   5.2   1.1   1   0   0   1   1   1   0 DcaP outer membrane protein
RFX1_trans_act       PF04589.18 XP_063084547.1       -            4.7e-61  206.1  67.5     2e-57  194.3  27.3   5.6   3   1   2   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_063084547.1       -            2.6e-33  114.9   0.1   5.7e-33  113.8   0.1   1.6   1   0   0   1   1   1   1 RFX DNA-binding domain
DcaP                 PF19577.5  XP_063084547.1       -                6.9    6.0   5.2        10    5.4   5.2   1.1   1   0   0   1   1   1   0 DcaP outer membrane protein
RFX1_trans_act       PF04589.18 XP_063084548.1       -            2.8e-62  210.1  74.5   4.7e-60  202.9  33.9   5.1   3   1   4   7   7   7   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_063084548.1       -            2.2e-33  115.1   0.1   5.2e-33  113.9   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_031545371.1       -            7.6e-61  205.5  54.3   6.3e-60  202.5  34.1   4.7   3   1   3   6   6   6   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_031545371.1       -            2.3e-33  115.0   0.1   5.6e-33  113.8   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_031545372.1       -            5.6e-63  212.4  70.7     6e-60  202.5  34.1   4.6   3   1   3   6   6   6   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_031545372.1       -            2.3e-33  115.1   0.1   5.8e-33  113.7   0.1   1.8   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_031545373.1       -            7.2e-63  212.0  71.7   5.8e-60  202.6  34.2   4.6   3   1   3   6   6   6   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_031545373.1       -            2.1e-33  115.2   0.1   5.2e-33  113.9   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_031545374.1       -            3.2e-68  229.4  30.9   9.4e-63  211.7   0.1   4.9   2   1   3   5   5   5   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_031545374.1       -            2.9e-33  114.7   0.1   6.8e-33  113.5   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_037848197.1       -            2.9e-72  242.6  35.9   1.9e-68  230.2   0.1   4.8   3   1   2   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_037848197.1       -            2.7e-33  114.8   0.1     6e-33  113.7   0.1   1.6   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_037848199.1       -            4.4e-66  222.5  39.0   9.9e-63  211.6   0.5   5.0   3   1   3   6   6   6   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_037848199.1       -            2.3e-33  115.0   0.1   5.4e-33  113.8   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_037848200.1       -            4.3e-66  222.5  39.0   9.7e-63  211.6   0.5   4.9   3   1   3   6   6   6   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_037848200.1       -            2.3e-33  115.1   0.1   5.4e-33  113.9   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_037848201.1       -            1.2e-57  195.0  71.9   4.5e-55  186.7  31.3   4.7   3   1   3   6   6   6   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_037848201.1       -            2.3e-33  115.1   0.1   5.2e-33  113.9   0.1   1.6   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_037848202.1       -              3e-63  213.3  71.0   5.8e-61  205.8  30.6   4.5   3   1   2   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_037848202.1       -            2.2e-33  115.1   0.1   5.2e-33  113.9   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_037848203.1       -              4e-59  199.8  82.6   6.1e-57  192.8  33.7   5.2   3   1   4   7   7   7   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_037848203.1       -            2.4e-33  115.0   0.1   5.6e-33  113.8   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_026255439.1       -            5.5e-59  199.4  83.4     7e-57  192.6  34.0   5.3   3   1   4   7   7   7   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_026255439.1       -            2.2e-33  115.1   0.1   5.4e-33  113.9   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_026255440.1       -            1.3e-64  217.6  63.5   2.7e-60  203.7  32.5   4.3   2   1   3   5   5   5   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_026255440.1       -            2.7e-33  114.8   0.1   6.1e-33  113.7   0.1   1.6   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_043767173.1       -            1.6e-53  181.6  53.7   5.8e-49  166.8  23.8   4.1   2   1   3   5   5   5   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_043767173.1       -            5.7e-33  113.8   0.1   1.3e-32  112.6   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_043767175.1       -            3.3e-63  213.1  68.9   2.3e-60  203.9  32.5   4.5   3   1   3   6   6   6   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_043767175.1       -            2.2e-33  115.1   0.1   5.3e-33  113.9   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_043767176.1       -              2e-63  213.8  68.3   2.2e-60  204.0  32.5   4.5   3   1   3   6   6   6   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_043767176.1       -            2.2e-33  115.1   0.1   5.2e-33  113.9   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_043767177.1       -            6.9e-64  215.3  67.2     2e-60  204.1  32.7   4.2   3   1   3   6   6   6   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_043767177.1       -            1.7e-33  115.5   0.1   4.2e-33  114.2   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_043767178.1       -            6.4e-65  218.7  64.2   1.2e-60  204.8  31.4   5.8   4   1   2   6   6   6   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_043767178.1       -              2e-33  115.2   0.1   5.4e-33  113.9   0.1   1.8   1   0   0   1   1   1   1 RFX DNA-binding domain
EndoU_bacteria       PF14436.11 XP_043767178.1       -                3.2    8.5   6.9      0.52   11.1   2.2   2.0   2   0   0   2   2   2   0 Bacterial EndoU nuclease
RFX1_trans_act       PF04589.18 XP_044299494.1       -            3.7e-65  219.5  64.3   1.1e-60  205.0  31.5   5.8   4   1   2   6   6   6   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_044299494.1       -            1.7e-33  115.5   0.1   4.8e-33  114.0   0.1   1.8   1   0   0   1   1   1   1 RFX DNA-binding domain
EndoU_bacteria       PF14436.11 XP_044299494.1       -                3.4    8.4   7.2      0.45   11.3   2.2   2.0   2   0   0   2   2   2   0 Bacterial EndoU nuclease
RFX1_trans_act       PF04589.18 XP_044299495.1       -              4e-65  219.4  68.6   2.2e-60  204.0  32.3   5.3   4   1   2   6   6   6   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_044299495.1       -            1.8e-33  115.4   0.1   5.1e-33  113.9   0.1   1.9   1   0   0   1   1   1   1 RFX DNA-binding domain
EndoU_bacteria       PF14436.11 XP_044299495.1       -                7.2    7.4   7.6      0.49   11.2   2.2   1.8   2   0   0   2   2   2   0 Bacterial EndoU nuclease
RFX1_trans_act       PF04589.18 XP_044299497.1       -            3.7e-65  219.5  64.3   1.1e-60  204.9  31.5   5.9   4   1   2   6   6   6   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_044299497.1       -            1.7e-33  115.5   0.1   4.8e-33  114.0   0.1   1.8   1   0   0   1   1   1   1 RFX DNA-binding domain
EndoU_bacteria       PF14436.11 XP_044299497.1       -                7.4    7.3   7.9      0.45   11.3   2.2   1.9   2   0   0   2   2   2   0 Bacterial EndoU nuclease
RFX1_trans_act       PF04589.18 XP_044299498.1       -            4.6e-65  219.2  64.3   1.1e-60  204.9  31.4   5.9   4   1   2   6   6   6   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_044299498.1       -            1.7e-33  115.5   0.1     5e-33  114.0   0.1   1.9   1   0   0   1   1   1   1 RFX DNA-binding domain
EndoU_bacteria       PF14436.11 XP_044299498.1       -                  8    7.2   7.9      0.47   11.2   2.2   1.9   2   0   0   2   2   2   0 Bacterial EndoU nuclease
RFX1_trans_act       PF04589.18 XP_044299499.1       -            4.6e-65  219.2  64.3   1.1e-60  204.9  31.4   5.9   4   1   2   6   6   6   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_044299499.1       -            1.7e-33  115.5   0.1     5e-33  114.0   0.1   1.9   1   0   0   1   1   1   1 RFX DNA-binding domain
EndoU_bacteria       PF14436.11 XP_044299499.1       -                  8    7.2   7.9      0.47   11.2   2.2   1.9   2   0   0   2   2   2   0 Bacterial EndoU nuclease
RFX1_trans_act       PF04589.18 XP_044299500.1       -            4.6e-65  219.2  64.3   1.1e-60  204.9  31.4   5.9   4   1   2   6   6   6   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_044299500.1       -            1.7e-33  115.5   0.1     5e-33  114.0   0.1   1.9   1   0   0   1   1   1   1 RFX DNA-binding domain
EndoU_bacteria       PF14436.11 XP_044299500.1       -                  8    7.2   7.9      0.47   11.2   2.2   1.9   2   0   0   2   2   2   0 Bacterial EndoU nuclease
RFX1_trans_act       PF04589.18 XP_044299501.1       -            4.6e-65  219.2  64.3   1.1e-60  204.9  31.4   5.9   4   1   2   6   6   6   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_044299501.1       -            1.7e-33  115.5   0.1     5e-33  114.0   0.1   1.9   1   0   0   1   1   1   1 RFX DNA-binding domain
EndoU_bacteria       PF14436.11 XP_044299501.1       -                  8    7.2   7.9      0.47   11.2   2.2   1.9   2   0   0   2   2   2   0 Bacterial EndoU nuclease
RFX_DNA_binding      PF02257.21 XP_044299502.1       -              1e-33  116.2   0.1   2.6e-33  114.9   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_044299502.1       -            2.8e-32  112.6   1.7   2.8e-32  112.6   1.7   2.7   2   1   1   3   3   3   1 RFX1 transcription activation region
ThermoDBP-RP_arch    PF10015.14 XP_044299502.1       -               0.31   11.6   0.3      0.74   10.4   0.3   1.7   1   0   0   1   1   1   0 ThermoDBP-related, archaea
Syntaxin             PF00804.31 XP_044299502.1       -               0.43   10.8   2.2      0.83    9.8   2.2   1.4   1   0   0   1   1   1   0 Syntaxin
RFX1_trans_act       PF04589.18 XP_049665588.1       -            1.3e-67  227.5  70.4   6.8e-62  208.9  34.7   6.2   4   1   3   7   7   7   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_049665588.1       -            1.3e-33  115.8   0.2   4.9e-33  114.0   0.1   2.1   2   0   0   2   2   2   1 RFX DNA-binding domain
ThermoDBP-RP_arch    PF10015.14 XP_049665588.1       -               0.32   11.6   0.2      0.87   10.2   0.2   1.8   1   0   0   1   1   1   0 ThermoDBP-related, archaea
RFX1_trans_act       PF04589.18 XP_034649035.1       -            5.3e-65  219.0  53.4     1e-62  211.5  32.2   4.6   4   1   1   5   5   5   2 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_034649035.1       -            1.2e-33  115.9   0.1   4.3e-33  114.2   0.1   2.0   1   0   0   1   1   1   1 RFX DNA-binding domain
ThermoDBP-RP_arch    PF10015.14 XP_034649035.1       -               0.29   11.7   0.3      0.77   10.3   0.3   1.8   1   0   0   1   1   1   0 ThermoDBP-related, archaea
Adcy_cons_dom        PF06327.19 XP_034649035.1       -               0.59   11.2   2.5       2.1    9.4   0.4   2.6   2   0   0   2   2   2   0 Adenylate cyclase, conserved domain
RFX1_trans_act       PF04589.18 XP_034649036.1       -            9.7e-72  240.9  54.7   3.3e-66  222.9  18.1   6.2   4   1   3   7   7   7   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_034649036.1       -            1.5e-33  115.6   0.1   5.1e-33  113.9   0.1   2.0   1   0   0   1   1   1   1 RFX DNA-binding domain
Adcy_cons_dom        PF06327.19 XP_034649036.1       -                0.6   11.2   2.5       2.4    9.2   0.4   2.8   2   0   0   2   2   2   0 Adenylate cyclase, conserved domain
RFX1_trans_act       PF04589.18 XP_034649037.1       -            4.8e-64  215.9  72.9   4.2e-61  206.3  31.3   5.1   2   1   4   6   6   6   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_034649037.1       -              2e-33  115.2   0.1   5.1e-33  113.9   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_036158682.1       -            4.4e-64  216.0  72.7   4.1e-61  206.3  31.3   5.1   2   1   4   6   6   6   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_036158682.1       -            2.1e-33  115.2   0.1   5.1e-33  113.9   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_036158683.1       -            1.2e-62  211.3  48.7   5.3e-61  206.0  31.5   4.6   2   1   3   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_036158683.1       -            2.1e-33  115.2   0.1   5.1e-33  113.9   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_036158684.1       -            2.5e-64  216.8  72.2   3.8e-61  206.4  31.2   5.1   2   1   4   6   6   6   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_036158684.1       -              2e-33  115.2   0.1   4.9e-33  114.0   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_036158685.1       -            2.8e-61  206.9  31.4   2.8e-61  206.9  31.4   3.9   2   1   3   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_036158685.1       -            1.7e-33  115.5   0.1   3.4e-33  114.5   0.1   1.5   1   0   0   1   1   1   1 RFX DNA-binding domain
ThermoDBP-RP_arch    PF10015.14 XP_036158685.1       -               0.41   11.2   0.6      0.93   10.1   0.6   1.5   1   0   0   1   1   1   0 ThermoDBP-related, archaea
RFX1_trans_act       PF04589.18 XP_036158687.1       -            4.1e-61  206.3  31.6   4.1e-61  206.3  31.6   3.5   2   1   2   4   4   4   2 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_036158687.1       -            1.6e-33  115.6   0.1   4.1e-33  114.2   0.1   1.8   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_036158688.1       -            2.1e-61  207.3  80.8   1.1e-58  198.4  35.3   4.8   3   1   2   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_036158688.1       -              2e-33  115.2   0.1   4.8e-33  114.0   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 NP_033081.3          -            1.2e-63  214.5  66.8   1.4e-60  204.6  21.8   5.4   3   1   2   5   5   5   3 RFX1 transc
